City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Darhan,MN,49.4867,105.9228,71.26,56,100,2.08,moderate rain
347,Grants,US,35.1473,-107.8514,77.23,23,0,13.8,clear sky
348,Bratsk,RU,56.1325,101.6142,64.89,64,100,4.97,overcast clouds
349,Menomonie,US,44.8755,-91.9193,73.44,46,0,11.5,clear sky
350,Doha,QA,25.2867,51.5333,103.98,10,0,16.11,clear sky
351,Olga,RU,43.7444,135.2892,57.51,99,97,1.86,overcast clouds
352,Padang,ID,-0.9492,100.3543,73.45,89,100,3.0,light rain
353,Olafsvik,IS,64.8945,-23.7142,47.68,86,100,16.31,overcast clouds
354,Kharan,PK,28.5833,65.4167,103.03,7,0,21.54,clear sky
355,Pemangkat,ID,1.1667,108.9667,78.01,80,100,7.27,overcast clouds
356,Katsuura,JP,35.1333,140.3,72.9,88,100,17.25,light rain
357,Mantua,IT,45.1667,10.7833,94.33,43,72,3.0,broken clouds
358,Stokmarknes,NO,68.5646,14.9108,51.76,71,75,3.44,broken clouds
359,Hay River,CA,60.8156,-115.7999,49.84,64,98,5.3,overcast clouds
360,Ketchikan,US,55.3422,-131.6461,54.07,76,0,4.61,clear sky
361,Lata,PT,40.1629,-8.3327,83.48,48,62,9.57,broken clouds
362,Cabra,ES,37.4725,-4.4421,105.66,20,84,5.99,broken clouds
363,Phaphund,IN,26.6,79.4667,96.66,35,35,9.44,scattered clouds
364,Arai,JP,37.0167,138.25,68.61,82,18,6.22,few clouds
365,Bachatskiy,RU,54.2927,86.1285,54.82,94,96,10.31,light rain
366,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,76,20,16.11,few clouds
367,Shenjiamen,CN,29.9576,122.298,71.71,89,100,16.98,light rain
368,Ushtobe,KZ,45.2514,77.9838,75.13,28,0,10.18,clear sky
369,Leh,IN,34.1667,77.5833,55.31,54,92,5.61,overcast clouds
370,Sayula,MX,19.8667,-103.6167,69.94,71,93,4.29,overcast clouds
371,Norman Wells,CA,65.282,-126.8329,56.84,50,0,7.43,clear sky
372,Scarborough,GB,54.2797,-0.4044,77.94,54,97,16.22,overcast clouds
373,Broome,US,42.2506,-75.833,81.7,56,40,12.66,scattered clouds
374,Nang Rong,TH,14.6377,102.7914,83.59,65,92,6.53,overcast clouds
375,Calama,CL,-22.4667,-68.9333,59.49,6,0,9.22,clear sky
376,Eyl,SO,7.9803,49.8164,80.46,73,100,24.56,overcast clouds
377,Mana,GF,5.6592,-53.7767,84.81,62,41,3.31,scattered clouds
378,Sechura,PE,-5.5569,-80.8222,68.09,66,36,12.84,scattered clouds
379,Mount Gambier,AU,-37.8333,140.7667,44.51,100,75,5.75,mist
380,Del Rio,US,29.3627,-100.8968,82.8,57,0,12.66,clear sky
381,Lompoc,US,34.6391,-120.4579,56.79,81,0,11.99,clear sky
382,Andenes,NO,69.3143,16.1194,48.18,87,75,13.8,broken clouds
383,Emborion,GR,40.4833,21.55,75.56,63,83,5.66,broken clouds
384,Tonstad,NO,58.6626,6.7169,57.0,99,100,6.46,moderate rain
385,Epe,NG,6.5841,3.9834,73.81,94,100,6.38,light rain
386,Pitimbu,BR,-7.4706,-34.8086,82.99,65,100,6.87,overcast clouds
387,Aksarka,RU,66.5606,67.7975,68.88,47,88,7.2,overcast clouds
388,Mayskiy,RU,47.6931,40.1025,76.41,40,38,8.95,scattered clouds
389,Bowen,AU,-20.0167,148.2333,65.03,86,22,10.04,few clouds
390,Grindavik,IS,63.8424,-22.4338,52.27,76,75,23.02,broken clouds
391,Tutoia,BR,-2.7619,-42.2744,85.05,58,98,7.4,overcast clouds
392,Najran,SA,17.4924,44.1277,92.25,17,56,14.83,broken clouds
393,Barth,DE,54.3635,12.7249,72.09,63,100,9.62,overcast clouds
394,Ubinskoye,RU,55.3068,79.6802,55.8,96,86,10.58,overcast clouds
395,Hofn,IS,64.2539,-15.2082,55.42,67,100,11.5,overcast clouds
396,Pflugerville,US,30.4394,-97.62,90.28,58,0,1.99,haze
397,Rajmahal,IN,25.05,87.8333,83.37,76,100,9.73,moderate rain
398,Kalaleh,IR,37.3807,55.4916,90.43,30,0,5.48,clear sky
399,Yerbogachen,RU,61.2767,108.0108,65.64,55,93,9.53,overcast clouds
400,Aktau,KZ,43.65,51.2,84.78,43,91,20.96,overcast clouds
401,Cascais,PT,38.6979,-9.4215,79.95,59,20,11.99,few clouds
402,Asau,RO,46.4333,26.4,67.28,63,76,4.54,broken clouds
403,Hohhot,CN,40.8106,111.6522,80.06,23,99,6.71,overcast clouds
404,Novo Aripuana,BR,-5.1206,-60.3797,89.26,45,6,2.77,clear sky
405,Kuah,MY,6.3265,99.8432,78.85,88,100,7.74,moderate rain
406,Oppdal,NO,62.5943,9.6912,60.57,51,100,14.18,light rain
407,Darlowo,PL,54.421,16.4107,62.6,75,93,12.06,overcast clouds
408,Yermakovskoye,RU,53.2831,92.4003,59.34,67,100,4.81,overcast clouds
409,Northam,GB,51.0333,-4.2167,67.6,84,12,12.82,few clouds
410,Beringovskiy,RU,63.05,179.3167,46.49,78,0,4.88,clear sky
411,Te Anau,NZ,-45.4167,167.7167,38.77,93,57,1.81,broken clouds
412,Benghazi,LY,32.1167,20.0667,78.85,63,0,15.7,clear sky
413,Lincoln,US,40.8,-96.667,80.87,73,0,8.05,clear sky
414,Harrisonburg,US,38.4496,-78.8689,90.01,51,0,11.5,clear sky
415,Port Shepstone,ZA,-30.7414,30.455,62.4,59,0,11.07,clear sky
416,Makasar,ID,-5.14,119.4221,78.85,94,20,5.75,few clouds
417,Kalininsk,RU,51.5,44.4758,68.45,61,53,8.93,broken clouds
418,Touros,BR,-5.1989,-35.4608,81.9,65,67,12.44,broken clouds
419,Vangaindrano,MG,-23.35,47.6,65.3,70,0,3.4,clear sky
420,Sao Filipe,CV,14.8961,-24.4956,75.76,77,99,14.47,overcast clouds
421,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,51.12,74,90,10.33,overcast clouds
422,San Carlos,VE,9.6612,-68.5827,82.36,73,100,4.76,overcast clouds
423,Sistranda,NO,63.7256,8.834,66.16,82,100,14.88,light rain
424,Tigil,RU,57.8,158.6667,45.52,96,100,11.25,overcast clouds
425,Nemuro,JP,43.3236,145.575,51.1,99,100,2.13,overcast clouds
426,Kuusamo,FI,65.9667,29.1833,53.64,62,40,11.5,scattered clouds
427,Miyako,JP,39.6367,141.9525,59.7,92,0,4.47,clear sky
428,Kedrovyy,RU,56.1667,91.8167,57.61,93,34,3.47,scattered clouds
429,Visby,SE,57.6409,18.296,70.02,56,0,11.5,clear sky
430,Turbat,PK,26.0023,63.044,90.9,56,0,11.83,clear sky
431,Barra Patuca,HN,15.8,-84.2833,80.42,78,83,4.88,broken clouds
432,Karpathos,GR,35.507,27.2132,76.96,69,20,33.38,few clouds
433,Wattegama,LK,6.7989,81.4808,78.57,78,100,6.85,overcast clouds
434,Phan Thiet,VN,10.9333,108.1,79.9,85,43,3.51,scattered clouds
435,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,69,0,3.58,clear sky
436,Vaasa,FI,63.096,21.6158,68.29,48,0,9.22,clear sky
437,Fortuna,US,40.5982,-124.1573,53.92,90,100,4.61,overcast clouds
438,Cedar City,US,37.6775,-113.0619,77.97,11,0,28.77,clear sky
439,Maldonado,UY,-34.6667,-54.9167,52.99,43,71,17.76,broken clouds
440,Riverton,US,40.5219,-111.9391,85.15,23,0,21.85,clear sky
441,Bulgan,MN,48.8125,103.5347,59.67,93,100,8.77,overcast clouds
442,Kuybysheve,UA,47.358,36.6491,68.41,54,93,4.52,overcast clouds
443,Mackay,AU,-21.15,149.2,57.69,77,2,7.81,clear sky
444,Chumikan,RU,54.7183,135.315,37.51,99,100,3.33,overcast clouds
445,Marseille,FR,43.3333,5.5,83.75,56,7,7.0,clear sky
446,Fort-Shevchenko,KZ,44.5086,50.263,77.74,64,67,17.36,broken clouds
447,Kisesa,TZ,-3.0833,34.15,80.13,30,78,7.18,broken clouds
448,Burnie,AU,-41.0667,145.9167,45.95,89,10,5.97,light rain
449,Raudeberg,NO,61.9875,5.1352,55.87,92,100,12.06,light rain
450,Poum,NC,-20.2333,164.0167,76.78,81,100,11.32,light rain
451,Port Blair,IN,11.6667,92.75,83.34,77,39,10.65,scattered clouds
452,Pyaozerskiy,RU,65.8333,31.1667,45.37,91,100,8.34,overcast clouds
453,Severo-Kurilsk,RU,50.6789,156.125,50.04,81,100,6.49,overcast clouds
454,Saint-Pierre,RE,-21.3393,55.4781,73.08,78,20,3.44,few clouds
455,Dodge City,US,37.7528,-100.0171,88.05,33,0,13.8,clear sky
456,Chepareria,KE,1.3077,35.2039,71.94,52,40,4.59,scattered clouds
457,Eureka,US,40.8021,-124.1637,55.74,90,53,3.53,broken clouds
458,El Penon,CO,8.9892,-73.9486,80.24,85,100,4.47,overcast clouds
459,Mandalgovi,MN,45.7625,106.2708,76.95,33,95,6.4,overcast clouds
460,Antofagasta,CL,-23.65,-70.4,58.28,54,0,9.33,clear sky
461,Cuenca,EC,-2.8833,-78.9833,48.33,100,40,2.3,scattered clouds
462,Pisco,PE,-13.7,-76.2167,66.25,63,0,11.5,smoke
463,Cayenne,GF,4.9333,-52.3333,87.84,15,75,3.44,broken clouds
464,Kutum,SD,14.2,24.6667,93.36,13,36,9.26,scattered clouds
465,Iquitos,PE,-3.7481,-73.2472,82.44,78,75,8.05,broken clouds
466,Rumphi,MW,-11.0186,33.8575,69.22,61,80,6.15,broken clouds
467,Lavrentiya,RU,65.5833,-171.0,43.02,71,24,3.38,few clouds
468,Ashland,US,40.8167,-82.2665,79.34,57,0,15.03,clear sky
469,Talnakh,RU,69.4865,88.3972,56.21,45,18,10.83,few clouds
470,Nhulunbuy,AU,-12.2333,136.7667,77.61,78,60,12.66,broken clouds
471,Grand Gaube,MU,-20.0064,57.6608,72.0,73,2,8.3,clear sky
472,Soyo,AO,-6.1349,12.3689,76.64,70,100,12.01,overcast clouds
473,Gornopravdinsk,RU,60.05,69.9,65.08,61,40,3.89,scattered clouds
474,Tessalit,ML,20.1986,1.0114,94.68,24,99,23.55,overcast clouds
475,Maraba,BR,-5.3686,-49.1178,91.58,52,20,6.91,few clouds
476,Corbii Mari,RO,44.55,25.5,72.34,59,99,4.34,overcast clouds
477,Leningradskiy,RU,69.3833,178.4167,34.03,79,19,2.19,few clouds
478,Stornoway,GB,58.2093,-6.3865,58.03,61,20,21.85,few clouds
479,Buala,SB,-8.145,159.5921,78.82,81,83,4.7,light rain
480,Shillong,IN,25.5689,91.8831,62.29,98,100,7.11,moderate rain
481,Dingle,PH,10.9995,122.6711,78.98,83,12,4.74,moderate rain
482,Dongsheng,CN,39.8161,109.9776,80.13,19,100,5.7,overcast clouds
483,Baykit,RU,61.67,96.37,60.67,96,97,3.44,light rain
484,Pandan Niog,PH,6.2282,120.5631,82.81,70,37,1.63,scattered clouds
485,Kulachi,PK,31.9286,70.4592,90.18,47,43,16.26,scattered clouds
486,Mpongwe,ZM,-13.5091,28.155,75.51,31,1,6.31,clear sky
487,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,61,0,10.49,clear sky
488,Luwuk,ID,-0.9516,122.7875,76.93,87,34,4.83,scattered clouds
489,Chunskiy,RU,56.0815,99.6342,61.38,65,100,3.62,overcast clouds
490,Maroantsetra,MG,-15.4333,49.7333,72.93,85,0,6.04,clear sky
491,Mapiri,BO,-15.25,-68.1667,76.98,51,0,0.45,clear sky
492,Tual,ID,-5.6667,132.75,81.7,78,15,15.41,few clouds
493,Alyangula,AU,-13.8483,136.4192,72.18,79,23,8.66,few clouds
494,Coihaique,CL,-45.5752,-72.0662,40.95,60,75,4.61,broken clouds
495,Sembe,CG,1.6481,14.5806,69.71,99,100,2.1,heavy intensity rain
496,Ouadda,CF,8.0777,22.4007,83.64,63,91,2.93,overcast clouds
497,Burgeo,CA,47.6167,-57.6152,60.24,71,71,6.42,broken clouds
498,Avera,US,33.194,-82.5271,89.65,45,32,8.03,scattered clouds
499,Corralillo,CU,22.9819,-80.5856,84.11,64,83,11.63,broken clouds
500,Kattivakkam,IN,13.2167,80.3167,86.09,83,100,15.64,overcast clouds
501,Akdepe,TM,42.0551,59.3788,92.79,13,0,11.48,clear sky
502,Puerto Narino,CO,-3.7703,-70.3831,85.73,60,22,2.37,few clouds
503,Thunder Bay,CA,48.4001,-89.3168,59.94,40,0,13.15,clear sky
504,Nokaneng,BW,-19.6667,22.2667,77.07,13,0,4.43,clear sky
505,Heinola,FI,61.2056,26.0381,59.0,58,100,7.9,overcast clouds
506,Mahajanga,MG,-15.7167,46.3167,77.02,78,20,5.75,few clouds
507,Matam,SN,15.6175,-13.3303,101.98,23,23,14.85,few clouds
508,Salalah,OM,17.0151,54.0924,86.09,84,75,13.8,broken clouds
509,Carmelo,UY,-33.9892,-58.2856,57.06,40,32,17.05,scattered clouds
510,Medicine Hat,CA,50.0501,-110.6683,69.22,65,93,3.0,overcast clouds
511,Castanos,MX,26.7833,-101.4167,80.35,45,0,0.0,clear sky
512,Chapadinha,BR,-3.7417,-43.3603,88.12,48,60,4.99,broken clouds
513,Abnub,EG,27.2696,31.1511,98.29,18,0,18.1,clear sky
514,Svetlyy,RU,54.675,20.1347,66.25,65,3,9.15,clear sky
515,Almeirim,BR,-1.5233,-52.5817,85.77,57,49,3.51,scattered clouds
516,Xinzhou,CN,38.4092,112.7333,78.57,46,100,2.08,overcast clouds
517,Mgandu,TZ,-5.95,34.1333,77.14,31,12,7.78,few clouds
518,Bubaque,GW,11.2833,-15.8333,79.34,78,93,13.56,overcast clouds
519,Yalova,TR,40.655,29.2769,76.14,56,0,15.39,clear sky
520,Sept-Iles,CA,50.2001,-66.3821,57.72,94,100,10.36,light intensity drizzle
521,Sanford,US,28.8006,-81.2731,90.34,69,75,8.05,broken clouds
522,Riyadh,SA,24.6877,46.7219,105.94,7,7,16.69,clear sky
523,Seoul,KR,37.5683,126.9778,70.99,83,96,1.12,overcast clouds
524,Varhaug,NO,58.6147,5.6457,58.86,97,100,17.69,light rain
525,Krasnoselkup,RU,65.7,82.4667,65.12,40,21,12.82,few clouds
526,Kasempa,ZM,-13.4584,25.8338,77.22,24,3,5.95,clear sky
527,Mawlaik,MM,23.6333,94.4167,75.92,95,100,1.57,overcast clouds
528,Fonte Boa,BR,-2.4959,-66.2662,85.33,64,84,1.63,broken clouds
529,Umm Kaddadah,SD,13.6017,26.6876,101.32,10,58,13.47,broken clouds
530,Zhuanghe,CN,39.7008,122.9911,66.72,97,99,8.37,overcast clouds
531,Vardo,NO,70.3705,31.1107,42.78,87,75,12.66,broken clouds
532,Okhotsk,RU,59.3833,143.3,42.73,94,85,7.74,overcast clouds
533,Sawakin,SD,19.1059,37.3321,95.58,32,0,8.66,clear sky
534,Disna,BY,55.568,28.1971,68.18,55,23,7.99,few clouds
535,Aklavik,CA,68.2191,-135.0107,62.29,56,53,9.24,broken clouds
536,Nchelenge,ZM,-9.3451,28.734,76.48,49,1,5.91,clear sky
537,Qeshm,IR,26.9581,56.2719,94.87,69,0,6.85,clear sky
538,Nyagan,RU,62.1406,65.3936,73.89,39,9,7.78,clear sky
539,Morwa,IN,22.9,73.8333,91.36,48,88,13.96,overcast clouds
540,Qitaihe,CN,45.8,130.85,58.68,94,72,6.8,broken clouds
541,Hohoe,GH,7.1518,0.4736,80.73,76,93,3.29,light rain
542,Entre Rios,BR,-11.9419,-38.0844,83.68,45,20,5.7,few clouds
543,Nueve De Julio,AR,-35.4444,-60.8831,52.77,31,0,22.41,clear sky
544,Korla,CN,41.7597,86.1469,79.75,31,100,5.75,overcast clouds
545,Palmer,US,42.1584,-72.3287,82.18,76,95,5.01,overcast clouds
546,Orissaare,EE,58.5592,23.0826,69.75,57,11,11.74,few clouds
547,Ostrovnoy,RU,68.0531,39.5131,40.37,97,100,16.71,overcast clouds
548,Brae,GB,60.3964,-1.353,55.36,81,66,25.05,broken clouds
549,Lensk,RU,60.7253,114.9278,55.9,55,0,4.16,clear sky
550,Barcelos,PT,41.5388,-8.6151,78.91,59,100,7.54,overcast clouds
551,Kirovskiy,RU,45.0917,133.5136,60.04,96,92,5.91,overcast clouds
552,Ormara,PK,25.2088,64.6357,83.62,85,0,13.89,clear sky
553,Bonfim,BR,3.0833,-59.95,84.58,63,23,2.82,few clouds
554,Tautira,PF,-17.7333,-149.15,78.44,74,33,15.93,scattered clouds
555,Naze,JP,28.3667,129.4833,74.14,89,100,21.52,overcast clouds
556,Batemans Bay,AU,-35.7167,150.1833,46.56,86,15,4.09,few clouds
557,Barmer,IN,25.75,71.3833,95.31,39,27,20.54,scattered clouds
558,Fougamou,GA,-1.2154,10.5838,78.98,73,100,1.74,overcast clouds
559,Sao Domingos,BR,-13.3983,-46.3183,87.06,21,0,2.62,clear sky
560,Cabras,IT,39.93,8.5314,90.88,43,7,8.75,clear sky
561,Arman,RU,59.7,150.1667,46.02,94,99,1.19,overcast clouds
562,Yilan,TW,24.757,121.753,81.91,99,100,1.86,overcast clouds
563,Deputatskiy,RU,69.3,139.9,36.75,76,17,4.68,few clouds
564,Tura,IN,25.5198,90.2201,72.79,99,100,9.31,overcast clouds
565,Maridi,SS,4.9158,29.4742,80.15,60,58,4.09,broken clouds
566,Gorontalo,ID,0.5412,123.0595,74.86,96,67,2.91,broken clouds
567,Bogotol,RU,56.2078,89.5342,55.69,89,41,5.03,scattered clouds
568,Baracoa,CU,20.3467,-74.4958,85.53,66,100,4.97,overcast clouds
569,Nalut,LY,30.3333,10.85,93.02,13,0,7.34,clear sky
570,San Andres,CO,12.5847,-81.7006,84.22,79,40,4.61,scattered clouds
571,Boa Vista,BR,2.8197,-60.6733,85.98,66,40,4.61,scattered clouds
572,Les Cayes,HT,18.2,-73.75,86.94,56,100,8.1,overcast clouds
573,Mtwara,TZ,-10.2667,40.1833,78.26,65,63,15.88,broken clouds
574,Katherine,AU,-14.4667,132.2667,64.72,45,8,3.44,clear sky
575,Lokosovo,RU,61.1333,74.8167,63.16,81,95,7.9,overcast clouds
576,Rabo De Peixe,PT,37.8,-25.5833,72.91,64,20,10.36,few clouds
577,Gamba,GA,-2.65,10.0,77.14,66,100,8.75,overcast clouds
578,Sanmenxia,CN,34.7747,111.1814,81.75,31,96,5.1,overcast clouds
579,Saint-Francois,FR,46.4154,3.9054,92.68,33,0,5.75,clear sky
580,Sao Joao Dos Patos,BR,-6.495,-43.7022,88.16,39,10,7.29,clear sky
581,Swan River,CA,52.1058,-101.2676,55.29,76,99,10.36,overcast clouds
582,Tecoanapa,MX,16.5167,-98.75,79.27,75,99,3.89,overcast clouds
583,Hualmay,PE,-11.0964,-77.6139,64.4,71,38,6.22,scattered clouds
584,Malayal,PH,7.208,121.942,78.6,83,99,2.57,overcast clouds
585,Nizhniy Tsasuchey,RU,50.5167,115.1333,68.13,54,91,8.1,overcast clouds
586,Southbridge,US,42.0751,-72.0334,77.63,86,100,8.99,overcast clouds
587,Baker City,US,44.7749,-117.8344,58.64,71,0,4.61,clear sky
588,Mancio Lima,BR,-7.6142,-72.8958,80.67,78,75,5.75,broken clouds
589,Camacupa,AO,-12.0167,17.4833,79.56,19,5,1.83,clear sky
590,Kot Samaba,PK,28.5522,70.4684,105.08,26,0,14.45,clear sky
591,Panaba,MX,21.2833,-88.2667,87.28,57,100,10.49,overcast clouds
592,Sinnar,SD,13.5691,33.5672,103.57,18,95,3.49,overcast clouds
593,Zhoucheng,CN,35.9122,116.3117,89.94,20,52,8.57,broken clouds
594,Tokonou,GN,9.65,-9.7833,75.79,86,92,7.09,moderate rain
595,Kyshtovka,RU,56.555,76.6271,58.12,92,29,6.64,light rain
596,Fare,PF,-16.7,-151.0167,79.56,72,0,18.92,clear sky
597,Inuvik,CA,68.3499,-133.7218,61.56,44,40,3.44,scattered clouds
598,Marystown,CA,47.1666,-55.1483,63.86,100,35,7.0,scattered clouds
599,Grove City,US,39.8815,-83.093,86.04,52,75,11.5,broken clouds
600,Port Macquarie,AU,-31.4333,152.9167,44.89,80,3,7.96,clear sky
601,Pitiquito,MX,30.7,-112.0833,91.63,23,4,6.87,clear sky
602,Stabat,ID,3.761,98.4513,80.8,97,88,2.62,overcast clouds
603,Isangel,VU,-19.55,169.2667,75.31,94,100,3.44,overcast clouds
604,Cape Coast,GH,5.1053,-1.2466,78.01,82,100,9.31,overcast clouds
605,Paraiso,CR,9.8383,-83.8656,74.41,83,100,0.43,overcast clouds
606,Tebingtinggi,ID,3.3285,99.1625,75.7,94,88,1.9,moderate rain
607,Sorong,ID,-0.8833,131.25,79.97,80,72,4.23,light rain
608,Tobetsu,JP,43.2169,141.5169,59.09,95,42,2.26,scattered clouds
609,Tambilil,PH,5.9622,124.6697,78.31,85,8,3.0,clear sky
610,Marshfield,US,44.6689,-90.1718,72.48,60,0,10.36,clear sky
611,North Ridgeville,US,41.3895,-82.019,81.0,56,0,18.41,clear sky
612,Cururupu,BR,-1.8283,-44.8683,87.96,52,100,5.55,overcast clouds
613,Russell,US,32.3502,-85.1999,89.96,65,0,3.44,clear sky
614,Lesnoy,RU,57.6198,63.0784,68.45,77,47,4.63,scattered clouds
615,Skibbereen,IE,51.55,-9.2667,66.11,85,88,10.83,overcast clouds
616,Severnyy,RU,50.677,36.5532,68.04,45,0,6.71,clear sky
617,Omsukchan,RU,62.5333,155.8,44.53,91,100,1.45,light rain
618,Bataipora,BR,-22.2953,-53.2711,80.24,53,72,9.91,moderate rain
619,Miandrivazo,MG,-19.5167,45.4667,75.34,43,0,4.41,clear sky
620,Srivardhan,IN,18.0333,73.0167,83.59,76,100,7.25,overcast clouds
621,Praya,CV,14.9215,-23.5087,86.54,42,20,16.11,few clouds
622,Celestun,MX,20.8667,-90.4,83.35,67,15,6.11,few clouds
623,Cristalina,BR,-16.7686,-47.6136,76.8,27,0,5.7,clear sky
624,Sazonovo,RU,59.0919,35.2268,55.69,70,98,7.58,overcast clouds
625,Matara,LK,5.9485,80.5353,78.33,87,100,8.1,overcast clouds
626,Barranca,PE,-10.75,-77.7667,64.08,70,71,6.6,broken clouds
627,Maceio,BR,-9.6658,-35.7353,72.84,88,100,5.75,light rain
628,Yudong,CN,29.385,106.5194,78.49,86,45,1.92,scattered clouds
629,Gidam,IN,18.9833,81.4,81.07,74,100,1.68,overcast clouds
630,Villamontes,BO,-21.25,-63.5,69.24,35,14,17.27,few clouds
631,Freeport,US,40.6576,-73.5832,85.5,73,100,13.8,overcast clouds
632,Lima,PE,-12.0432,-77.0282,59.25,82,100,3.44,overcast clouds
633,Dunedin,NZ,-45.8742,170.5036,36.81,86,0,1.01,clear sky
634,Tombouctou,ML,20.0,-3.0,102.83,20,100,8.88,overcast clouds
635,Adre,TD,13.4667,22.2,98.44,16,31,9.42,scattered clouds
636,Flinders,AU,-34.5833,150.8552,58.17,77,51,7.0,broken clouds
637,Metro,ID,-5.1131,105.3067,74.73,92,100,0.22,overcast clouds
638,Baixa Grande,BR,-11.9597,-40.1681,82.31,35,23,5.41,few clouds
639,Seddon,AU,-37.8068,144.8916,50.76,91,0,9.22,clear sky
640,Sirajganj,BD,24.45,89.7167,80.64,83,100,18.23,overcast clouds
641,Kropotkin,RU,45.4375,40.5756,79.32,37,13,4.43,few clouds
642,Mount Isa,AU,-20.7333,139.5,56.97,44,28,6.91,scattered clouds
643,San Policarpo,PH,12.1791,125.5072,82.47,79,34,7.18,scattered clouds
644,Waipawa,NZ,-41.4122,175.5153,46.54,93,96,5.95,overcast clouds
645,Nyimba,ZM,-14.5566,30.8149,75.65,43,91,4.61,overcast clouds
646,Baleshwar,IN,21.4942,86.9317,87.51,65,100,16.8,moderate rain
647,Zeya,RU,53.75,127.2667,57.07,66,36,4.52,scattered clouds
648,Slavuta,UA,50.3016,26.8651,63.5,69,89,9.19,overcast clouds
